date,state,deathIncrease,hospitalizedIncrease,inIcuCurrently,negativeIncrease,onVentilatorCurrently,positiveIncrease
2020-11-03,NE,2,26,0,1906,0,954
2020-11-03,NH,0,3,0,1927,0,128
2020-11-03,NJ,18,133,216,43034,78,2405
2020-11-03,NM,9,100,0,9884,0,1136
2020-11-03,NV,23,0,176,2552,75,911
2020-11-03,NY,15,0,268,125548,120,2321
2020-11-03,OH,33,213,509,35583,263,4229
2020-11-03,OK,21,170,336,26181,0,1331
2020-11-03,OR,1,47,74,3559,27,549
2020-11-03,PA,32,0,301,15682,134,2875
2020-11-03,PR,3,0,63,0,48,345
2020-11-03,RI,2,21,24,2475,12,423
2020-11-03,SC,22,66,202,12050,104,1035
2020-11-03,SD,8,69,0,1069,0,1004
2020-11-03,TN,75,67,477,12137,199,1770
2020-11-03,TX,97,0,1734,88992,0,10665
2020-11-03,UT,6,89,152,5600,0,1669
2020-11-03,VA,8,65,222,21449,97,1261
2020-11-03,VT,0,0,3,263,0,22
2020-11-03,WA,12,23,124,0,48,543
2020-11-03,WI,58,247,347,15344,0,6104
2020-11-03,WV,11,0,83,5559,35,358
2020-11-03,WY,6,13,0,866,0,452
2020-11-02,AK,1,8,0,15619,6,344
2020-11-02,AL,0,0,0,3095,0,907
2020-11-02,AR,60,55,251,15236,112,1451
2020-11-02,AZ,1,15,231,6211,120,666
2020-11-02,CA,5,0,823,165092,0,4094
2020-11-02,CO,4,25,0,10624,0,2237
2020-11-02,CT,11,0,0,76759,0,2651
2020-11-02,DC,1,0,27,2859,13,69
2020-11-02,DE,0,0,24,2137,0,185
2020-11-02,FL,46,82,0,19925,0,4569
2020-11-02,GA,18,15,0,8175,0,939
2020-11-02,GU,0,0,19,98,8,3
2020-11-02,HI,0,2,8,0,5,83
2020-11-02,IA,24,0,156,2414,57,1405
2020-11-02,ID,1,21,74,1596,0,480
2020-11-02,IL,18,0,722,61896,298,6222
2020-11-02,KS,17,61,110,8439,39,4046
2020-11-02,KY,3,-5,270,28321,0,1028
2020-11-02,LA,8,0,0,5091,70,275
2020-11-02,MA,10,0,96,13311,50,842
2020-11-02,MD,3,74,133,10415,0,850
2020-11-02,ME,1,7,8,20793,1,84
2020-11-02,MI,17,0,428,89787,180,6920
2020-11-02,MN,9,103,195,20116,0,2948
2020-11-02,MO,5,0,476,6731,221,2651
2020-11-02,MS,0,152,167,32944,75,365
2020-11-02,MT,10,16,0,6470,0,757
2020-11-02,NC,7,0,344,30895,0,1336
2020-11-02,ND,9,22,36,682,0,967
2020-11-02,NE,2,8,0,1838,0,934
2020-11-02,NH,0,1,0,976,0,106
2020-11-02,NJ,3,17,212,62580,100,1795
2020-11-02,NM,10,64,0,7941,0,872
2020-11-02,NV,3,0,182,2608,64,635
2020-11-02,NY,14,0,276,94468,117,1633
2020-11-02,OH,37,182,472,37236,264,2909
2020-11-02,OK,9,23,322,0,0,1084
2020-11-02,OR,2,0,61,5335,23,508
2020-11-02,PA,6,0,0,10854,124,2060
2020-11-02,PR,7,0,68,0,51,864
2020-11-02,RI,3,0,22,1060,9,232
2020-11-02,SC,10,19,204,13792,88,894
2020-11-02,SD,1,34,0,446,0,526
2020-11-02,TN,26,33,426,34323,191,3161
2020-11-02,TX,20,0,1692,21880,0,5455
2020-11-02,UT,0,50,138,6583,0,1196
2020-11-02,VA,3,27,214,14659,97,1026
2020-11-02,VT,0,0,3,245,0,23
2020-11-02,WA,0,40,103,18210,47,787
2020-11-02,WI,3,100,352,5413,0,3505
2020-11-02,WV,1,0,84,6553,33,352
2020-11-02,WY,0,16,0,2589,0,444
2020-11-01,AK,1,7,0,-351,5,351
2020-11-01,AL,6,0,0,5383,0,1700
2020-11-01,AR,0,17,225,0,106,0
2020-11-01,AZ,2,66,222,12748,112,1527
2020-11-01,CA,41,0,791,136469,0,4529
2020-11-01,CO,3,25,0,11501,0,2560
2020-11-01,CT,0,0,0,0,0,0
2020-11-01,DC,0,0,34,10891,11,103
2020-11-01,DE,2,0,25,1445,0,175
2020-11-01,FL,28,67,0,44294,0,4805
2020-11-01,GA,2,21,0,0,0,1192
2020-11-01,GU,0,0,16,102,4,9
2020-11-01,HI,3,8,8,0,5,68
2020-11-01,IA,1,0,156,4531,57,2212
2020-11-01,ID,3,22,74,1503,0,798
2020-11-01,IL,25,0,692,71478,284,6980
2020-11-01,KS,0,0,145,0,53,0
2020-11-01,KY,4,0,236,0,0,1423
2020-11-01,LA,7,0,0,18376,70,1071
2020-11-01,MA,22,13,113,15585,55,1131
2020-11-01,MD,5,85,127,9644,0,864
2020-11-01,ME,0,2,5,0,1,47
2020-11-01,MI,0,0,398,0,167,0
2020-11-01,MN,18,64,176,13387,0,2200
2020-11-01,MO,2,0,494,6212,214,2349
2020-11-01,MS,14,0,171,0,76,340
2020-11-01,MT,1,7,0,2095,0,694
2020-11-01,NC,5,0,328,38152,0,2057
2020-11-01,ND,7,16,38,602,0,1150
2020-11-01,NE,6,9,0,2327,0,1087
2020-11-01,NH,0,1,0,1948,0,130
2020-11-01,NJ,4,33,213,0,101,2126
2020-11-01,NM,8,56,0,9052,0,742
2020-11-01,NV,4,0,165,3987,58,716
2020-11-01,NY,17,0,259,146680,117,2255
2020-11-01,OH,2,88,453,49775,247,3303
2020-11-01,OK,8,22,322,0,0,1349
2020-11-01,OR,14,0,61,6479,23,532
2020-11-01,PA,5,0,0,13176,120,1909
2020-11-01,PR,10,0,62,0,43,403
2020-11-01,RI,3,27,22,2293,9,480
2020-11-01,SC,1,14,190,23891,93,1411
2020-11-01,SD,12,38,0,1301,0,1332
2020-11-01,TN,0,1,428,10646,181,754
2020-11-01,TX,53,0,1631,34119,0,71734
2020-11-01,UT,10,63,130,4718,0,1854
2020-11-01,VA,1,43,228,20635,98,1202
2020-11-01,VT,0,0,1,415,0,17
2020-11-01,WA,0,49,112,22809,47,1147
2020-11-01,WI,18,123,343,14569,0,3553
2020-11-01,WV,0,0,76,8669,29,423
2020-11-01,WY,0,3,0,0,0,425
2020-10-31,AK,1,7,0,17430,6,454
2020-10-31,AL,35,0,0,8989,0,1789
2020-10-31,AR,25,35,226,9324,100,1316
2020-10-31,AZ,45,68,197,10684,104,1901
2020-10-31,CA,55,0,771,152707,0,5087
2020-10-31,CO,7,33,0,12015,0,2924
2020-10-31,CT,0,0,0,0,0,0
2020-10-31,DC,0,0,29,0,11,122
2020-10-31,DE,4,0,23,2001,0,200
2020-10-31,FL,42,156,0,50628,0,2283
2020-10-31,GA,24,93,0,24522,0,2565
2020-10-31,GU,0,0,14,370,4,53
2020-10-31,HI,1,7,11,0,4,100
2020-10-31,IA,10,0,153,3610,55,2570
2020-10-31,ID,11,23,74,2041,0,1064
2020-10-31,IL,56,0,680,84737,290,7899
2020-10-31,IN,46,162,515,10760,174,3465
2020-10-31,KS,0,0,145,0,53,0
2020-10-31,KY,9,112,236,17973,0,1977
2020-10-31,LA,0,0,0,0,79,0
2020-10-31,MA,16,33,118,16830,53,1430
2020-10-31,MD,10,70,126,11187,0,967
2020-10-31,ME,1,0,5,0,1,98
2020-10-31,MI,34,0,398,45491,167,4018
2020-10-31,MN,20,151,176,14452,0,3007
2020-10-31,MO,99,0,464,7887,189,2986
2020-10-31,MS,6,0,171,0,76,824
2020-10-31,MT,11,23,0,5401,0,885
2020-10-31,NC,46,0,345,46560,0,2805
2020-10-31,ND,12,32,46,693,0,1461
2020-10-31,NE,9,56,0,3425,0,1495
2020-10-31,NH,1,2,0,6248,0,200
2020-10-31,NJ,11,75,216,80236,91,1751
2020-10-31,NM,11,64,0,10252,0,581
2020-10-31,NV,0,0,165,3925,58,977
2020-10-31,NY,3,0,248,134913,122,2049
2020-10-31,OH,10,163,432,54829,235,2915
2020-10-31,OK,11,111,322,14352,0,1267
2020-10-31,OR,2,34,61,5547,23,596
2020-10-31,PA,28,0,0,16651,120,2510
2020-10-31,PR,2,0,61,0,39,285
2020-10-31,RI,3,49,19,3151,9,534
2020-10-31,SC,39,48,197,12672,80,1018
2020-10-31,SD,10,23,0,1443,0,1433
2020-10-31,TN,12,42,441,8500,177,1184
2020-10-31,TX,90,0,1631,71911,0,7145
2020-10-31,UT,3,68,132,5580,0,1724
2020-10-31,VA,11,93,228,18236,104,1551
2020-10-31,VT,0,0,1,985,0,22
2020-10-31,WA,7,55,114,20017,52,1245
2020-10-31,WI,63,229,349,9575,0,5808
2020-10-31,WV,6,0,73,8722,26,470
2020-10-31,WY,0,-1,0,307,0,270
2020-10-30,AK,4,6,0,1678,6,377
2020-10-30,AL,18,204,0,7071,0,1347
2020-10-30,AR,6,36,234,10464,96,1162
2020-10-30,AZ,16,164,188,11912,99,1565
2020-10-30,CA,30,0,772,116738,0,4014
2020-10-30,CO,10,88,0,8846,0,2412
2020-10-30,CT,7,0,0,29931,0,761
2020-10-30,DC,1,0,30,4196,10,70
2020-10-30,DE,15,0,22,1906,0,198
2020-10-30,FL,73,178,0,0,0,5383
2020-10-30,GA,32,90,0,41768,0,1377
2020-10-30,GU,1,0,14,565,4,79
2020-10-30,HI,2,9,15,0,8,77
2020-10-30,IA,13,0,152,3185,55,2203
2020-10-30,ID,16,35,72,2018,0,961
2020-10-30,IL,49,0,673,88168,288,8489
2020-10-30,IN,26,216,517,10527,170,3163
2020-10-30,KS,22,80,145,6613,53,3136
2020-10-30,KY,15,29,241,33470,0,1937
2020-10-30,LA,11,0,0,11441,79,433
2020-10-30,MA,24,18,106,18760,47,1582
2020-10-30,MD,10,52,126,8743,0,927
2020-10-30,ME,0,3,5,11398,1,103
2020-10-30,MI,12,0,398,58021,167,3345
2020-10-30,MN,18,128,176,13250,0,3154
2020-10-30,MO,26,0,479,6158,200,2507
2020-10-30,MS,18,0,173,0,72,749
2020-10-30,MT,27,15,0,3959,0,1063
2020-10-30,NC,49,0,343,41639,0,2809
2020-10-30,ND,13,39,44,1065,0,1378
2020-10-30,NE,9,27,0,3764,0,1605
2020-10-30,NH,0,2,0,108,0,116
2020-10-30,NJ,7,64,221,0,79,2398
2020-10-30,NM,13,61,0,7697,0,1005
2020-10-30,NV,8,0,163,3735,56,1232
2020-10-30,NY,12,0,243,144630,116,2255
2020-10-30,OH,16,169,427,45001,226,3845
2020-10-30,OK,20,90,301,14288,0,1302
2020-10-30,OR,2,36,62,7181,23,565
2020-10-30,PA,22,0,0,15155,131,2641
2020-10-30,PR,6,0,60,0,38,574
2020-10-30,RI,6,37,15,2974,9,562
2020-10-30,SC,7,48,196,13615,93,1003
2020-10-30,SD,12,58,0,1583,0,1559
2020-10-30,TN,78,56,428,21838,171,2608
2020-10-30,TX,115,0,1606,75058,0,6631
2020-10-30,UT,3,76,133,7351,0,2292
2020-10-30,VA,7,57,231,21692,107,1456
2020-10-30,VT,0,0,2,556,0,19
2020-10-30,WA,6,84,112,21206,46,1102
2020-10-30,WI,26,142,350,13596,0,5357
2020-10-30,WV,8,0,75,9132,27,524
2020-10-30,WY,0,6,0,0,0,521
2020-10-29,AK,6,8,0,3319,6,350
2020-10-29,AL,3,130,0,5972,0,1443
2020-10-29,AR,19,47,226,11511,95,1072
2020-10-29,AZ,13,13,186,13013,95,1315
2020-10-29,CA,66,0,768,95984,0,4191
2020-10-29,CO,19,89,0,9545,0,1806
2020-10-29,CT,5,0,0,21200,0,1319
2020-10-29,DC,1,0,28,4356,9,101
2020-10-29,DE,1,0,22,1323,0,161
2020-10-29,FL,79,291,0,34210,0,4111
2020-10-29,GA,47,146,0,18932,0,1823
2020-10-29,GU,1,0,14,638,5,83
2020-10-29,HI,-2,8,15,0,12,61
2020-10-29,IA,11,0,135,3562,56,1940
2020-10-29,ID,14,31,72,2160,0,862
2020-10-29,IL,56,0,643,76693,269,6363
2020-10-29,IN,33,196,508,10385,159,3618
2020-10-29,KS,0,0,120,0,40,0
2020-10-29,KY,19,61,234,8356,0,1811
2020-10-29,LA,18,0,0,13002,79,394
2020-10-29,MA,27,22,99,17090,49,1346
2020-10-29,MD,12,61,120,9934,0,962
2020-10-29,ME,0,-1,5,8529,2,80
2020-10-29,MI,47,0,320,48606,153,4109
2020-10-29,MN,32,136,173,16024,0,2867
2020-10-29,MO,29,0,464,6320,179,3061
2020-10-29,MS,8,0,176,40277,68,970
2020-10-29,MT,12,14,0,2250,0,887
2020-10-29,NC,38,0,340,35416,0,2885
2020-10-29,ND,11,28,41,773,0,1228
2020-10-29,NE,8,45,0,2537,0,1169
2020-10-29,NH,4,0,0,2342,0,127
2020-10-29,NJ,8,64,217,47370,79,1973
2020-10-29,NM,3,63,0,10921,0,1078
2020-10-29,NV,3,0,162,-707,64,1075
2020-10-29,NY,19,0,237,165854,114,2499
2020-10-29,OH,19,194,416,47463,226,3590
2020-10-29,OK,20,79,305,9278,0,1041
2020-10-29,OR,7,23,62,3634,19,420
2020-10-29,PA,44,0,0,13582,127,2202
2020-10-29,PR,1,0,63,0,39,752
2020-10-29,RI,3,16,16,2617,9,368
2020-10-29,SC,13,59,202,18861,97,1100
2020-10-29,SD,19,57,0,1218,0,1000
2020-10-29,TN,22,68,432,26370,173,2660
2020-10-29,TX,119,0,1599,73978,0,6826
2020-10-29,UT,10,72,123,8073,0,1837
2020-10-29,VA,20,70,249,19416,108,1429
2020-10-29,VT,0,0,2,977,0,16
2020-10-29,WA,16,25,112,20021,40,1075
2020-10-29,WI,60,193,330,8304,0,5146
2020-10-29,WV,7,0,84,10285,28,402
2020-10-29,WY,10,13,0,3269,0,361
2020-10-28,AK,1,9,0,2818,8,352
2020-10-28,AL,19,142,0,6478,0,1269
2020-10-28,AR,18,79,228,9016,94,961
2020-10-28,AZ,14,75,188,5774,94,1043
2020-10-28,CA,75,0,770,92032,0,4515
2020-10-28,CO,13,76,0,6629,0,1475
2020-10-28,CT,9,0,0,13849,0,490
2020-10-28,DC,0,0,25,2802,8,67
2020-10-28,DE,2,0,22,1655,0,143
2020-10-28,FL,66,212,0,34534,0,4005
2020-10-28,GA,32,114,0,18863,0,1653
2020-10-28,GU,2,0,13,571,6,48
2020-10-28,HI,3,6,15,0,12,64
2020-10-28,IA,21,0,136,2561,51,1781
2020-10-28,ID,5,36,75,1370,0,882
2020-10-28,IL,51,0,600,64642,243,6110
2020-10-28,IN,33,209,470,8000,166,2548
2020-10-28,KS,31,106,120,3733,40,3369
2020-10-28,KY,14,61,235,8741,0,1857
2020-10-28,LA,18,0,0,14026,80,1098
2020-10-28,MA,36,53,106,17508,49,1181
2020-10-28,MD,7,51,114,7174,0,684
2020-10-28,ME,0,5,7,7441,0,76
2020-10-28,MI,21,0,320,50942,153,3590
2020-10-28,MN,19,126,166,7518,0,1908
2020-10-28,MO,32,0,451,4916,173,1915
2020-10-28,MS,19,0,157,34443,62,1000
2020-10-28,MT,20,53,0,2528,0,620
2020-10-28,NC,34,0,329,30025,0,2253
2020-10-28,ND,12,41,41,551,0,818
2020-10-28,NE,17,30,0,3386,0,877
2020-10-28,NH,3,4,0,1597,0,110
2020-10-28,NJ,18,71,194,37132,80,2015
2020-10-28,NM,11,52,0,11110,0,657
2020-10-28,NV,10,0,142,2758,56,571
2020-10-28,NY,15,0,236,127629,120,2031
2020-10-28,OH,17,173,416,28826,224,2607
2020-10-28,OK,13,69,305,10647,0,743
2020-10-28,OR,9,20,61,6339,26,372
2020-10-28,PA,22,0,0,14723,114,2228
2020-10-28,PR,5,0,61,0,37,66
2020-10-28,RI,4,27,18,2387,8,499
2020-10-28,SC,34,59,201,7843,95,912
2020-10-28,SD,9,62,0,861,0,1270
2020-10-28,TN,34,78,384,19926,171,2446
2020-10-28,TX,105,0,1636,81735,0,5627
2020-10-28,UT,10,78,117,4992,0,1575
2020-10-28,VA,16,64,252,18829,113,1345
2020-10-28,VT,0,0,0,524,0,11
2020-10-28,WA,16,36,100,-10528,44,1133
2020-10-28,WI,48,174,339,6003,0,4130
2020-10-28,WV,4,0,83,4864,27,358
2020-10-28,WY,0,10,0,0,0,340
2020-10-27,AK,2,1,0,6197,8,388
2020-10-27,AL,26,0,0,4455,0,1115
2020-10-27,AR,24,73,232,7740,89,952
2020-10-27,AZ,16,75,187,8719,100,1158
2020-10-27,CA,43,0,774,141032,0,3188
2020-10-27,CO,10,120,0,6971,0,1433
2020-10-27,CT,6,0,0,12559,0,538
2020-10-27,DC,2,0,26,4254,7,94
2020-10-27,DE,1,0,20,989,0,81
2020-10-27,FL,57,235,0,12687,0,4226
2020-10-27,GA,17,169,0,12012,0,1491
2020-10-27,GU,0,0,16,509,5,82
2020-10-27,HI,0,2,15,0,10,37
2020-10-27,IA,13,0,128,1840,46,857
2020-10-27,ID,7,16,75,2012,0,697
2020-10-27,IL,46,0,595,58074,241,4000
2020-10-27,IN,51,159,494,6327,156,1983
2020-10-27,KS,0,0,103,0,39,0
2020-10-27,KY,18,52,233,10072,0,1771
2020-10-27,LA,18,0,0,19789,91,922
2020-10-27,MA,7,0,109,12702,47,1260
2020-10-27,MD,9,40,105,8826,0,897
2020-10-27,ME,0,2,5,7076,0,57
2020-10-27,MI,33,0,320,38407,146,2675
2020-10-27,MN,15,141,165,5602,0,2164
2020-10-27,MO,28,0,449,6761,162,1695
2020-10-27,MS,20,0,159,0,63,854
2020-10-27,NC,41,0,329,15710,0,2141
2020-10-27,ND,14,41,37,829,0,903
2020-10-27,NE,7,29,0,2224,0,702
2020-10-27,NH,0,3,0,1186,0,134
2020-10-27,NJ,14,104,182,27932,68,2081
2020-10-27,NM,4,56,0,3914,0,583
2020-10-27,NV,7,0,144,2870,58,730
2020-10-27,NY,16,0,233,109627,120,1991
2020-10-27,OH,22,198,418,44432,225,2509
2020-10-27,OK,22,132,286,29043,0,1010
2020-10-27,OR,2,57,49,4699,22,335
2020-10-27,PA,23,0,0,13093,110,2751
2020-10-27,PR,4,0,59,0,38,263
2020-10-27,RI,4,21,14,3156,8,421
2020-10-27,SC,19,50,188,10716,93,1078
2020-10-27,SD,0,30,0,1082,0,989
2020-10-27,TN,44,77,393,14898,162,1908
2020-10-27,TX,81,0,1601,80034,0,7292
2020-10-27,UT,4,67,111,5448,0,1145
2020-10-27,VA,19,60,230,17182,106,1134
2020-10-27,VT,0,0,0,858,0,31
2020-10-27,WA,25,42,88,11622,37,348
2020-10-27,WI,71,220,339,11266,0,5501
2020-10-27,WV,8,0,74,6878,26,483
2020-10-27,WY,0,10,0,0,0,329
2020-10-26,AK,0,3,0,10525,9,350
2020-10-26,AL,0,379,0,4208,0,967
2020-10-26,AR,21,50,255,6315,97,612
2020-10-26,AZ,1,11,179,7615,97,801
2020-10-26,CA,12,0,735,191963,0,2981
2020-10-26,CO,3,36,0,16905,0,2211
2020-10-26,CT,12,0,0,90146,0,2047
2020-10-26,DC,0,0,23,1913,12,45
2020-10-26,DE,4,0,19,2523,0,207
2020-10-26,FL,20,76,0,28649,0,3336
2020-10-26,GA,18,19,0,15398,0,958
2020-10-26,GU,4,0,17,840,6,120
2020-10-26,HI,0,0,15,0,10,119
2020-10-26,IA,14,0,129,2215,45,747
2020-10-26,ID,1,22,75,1646,0,650
2020-10-26,IL,17,0,589,52535,238,4729
2020-10-26,IN,13,138,500,6790,164,1974
2020-10-26,KS,1,62,103,7223,39,2446
2020-10-26,KY,3,30,253,22528,0,924
2020-10-26,LA,17,0,0,4832,71,227
2020-10-26,MA,17,18,105,18870,43,1212
2020-10-26,MD,3,62,112,8877,0,565
2020-10-26,ME,0,2,5,14211,0,53
2020-10-26,MI,30,0,320,68340,140,4057
2020-10-26,MN,4,77,149,12009,0,1570
2020-10-26,MO,5,0,481,5582,174,1527
2020-10-26,MS,8,196,157,0,66,675
2020-10-26,NC,13,0,332,26817,0,1643
2020-10-26,ND,6,20,38,546,0,532
2020-10-26,NE,1,13,0,1826,0,582
2020-10-26,NH,2,2,0,1502,0,69
2020-10-26,NJ,7,23,178,68136,75,1495
2020-10-26,NM,9,44,0,5355,0,723
2020-10-26,NV,1,0,148,2977,64,475
2020-10-26,NY,12,0,237,80926,118,1191
2020-10-26,OH,11,140,408,34090,216,2116
2020-10-26,OK,2,22,305,0,0,663
2020-10-26,OR,0,0,53,3746,21,362
2020-10-26,PA,7,0,0,11453,108,1407
2020-10-26,PR,3,0,58,0,45,461
2020-10-26,RI,1,0,14,1305,8,167
2020-10-26,SC,21,12,201,25995,93,823
2020-10-26,SD,0,17,0,626,0,538
2020-10-26,TN,32,44,366,20420,161,2279
2020-10-26,TX,10,0,1545,21895,0,4700
2020-10-26,UT,2,53,112,4362,0,1201
2020-10-26,VA,2,27,230,14549,114,904
2020-10-26,VT,0,0,0,415,0,9
2020-10-26,WA,0,0,100,0,43,589
2020-10-26,WI,11,84,329,9866,0,3011
2020-10-26,WV,1,0,71,12852,23,317
2020-10-26,WY,9,7,0,0,0,436
2020-10-25,AK,0,2,0,6705,9,518
2020-10-25,AL,0,0,0,5863,0,1079
2020-10-25,AR,15,11,244,7315,91,797
2020-10-25,AZ,5,43,181,11512,91,1391
2020-10-25,CA,34,0,722,173487,0,5219
2020-10-25,CO,5,24,0,10390,0,1689
2020-10-25,CT,0,0,0,0,0,0
2020-10-25,DC,0,0,21,4618,8,61
2020-10-25,DE,1,0,21,1951,0,114
2020-10-25,FL,12,82,0,12277,0,2348
2020-10-25,GA,1,22,0,17604,0,1318
2020-10-25,GU,0,0,17,213,6,41
2020-10-25,HI,3,8,15,0,10,89
2020-10-25,IA,3,0,119,2799,42,1143
2020-10-25,ID,10,22,66,1688,0,1021
2020-10-25,IL,24,0,565,68035,214,4062
2020-10-25,IN,12,140,500,8984,165,2153
2020-10-25,KS,0,0,2,0,41,0
2020-10-25,KY,3,0,208,0,0,1462
2020-10-25,LA,17,0,0,25297,66,972
2020-10-25,MA,25,16,109,15923,45,1077
2020-10-25,MD,5,52,103,11210,0,792
2020-10-25,ME,0,2,0,0,0,64
2020-10-25,MI,0,0,273,0,121,0
2020-10-25,MN,21,67,163,24938,0,1680
2020-10-25,MO,4,0,484,6782,167,2043
2020-10-25,MS,0,0,154,0,65,0
2020-10-25,NC,13,0,321,33569,0,1807
2020-10-25,ND,8,12,37,897,0,849
2020-10-25,NE,4,16,0,2446,0,705
2020-10-25,NH,0,1,0,2436,0,90
2020-10-25,NJ,4,25,164,44859,72,1407
2020-10-25,NM,2,38,0,8926,0,823
2020-10-25,NV,5,0,134,3271,51,891
2020-10-25,NY,12,0,227,119198,118,1632
2020-10-25,OH,0,89,377,47379,195,2309
2020-10-25,OK,4,26,305,0,0,1051
2020-10-25,OR,4,0,53,5550,21,391
2020-10-25,PA,12,0,0,14920,115,1666
2020-10-25,PR,7,0,60,0,46,665
2020-10-25,RI,0,11,14,2071,8,274
2020-10-25,SC,9,12,206,25993,95,1337
2020-10-25,SD,9,58,0,1188,0,1062
2020-10-25,TN,31,15,343,38096,138,3500
2020-10-25,TX,48,0,1550,32849,0,4304
2020-10-25,UT,4,52,120,6740,0,1765
2020-10-25,VA,1,35,216,20271,109,999
2020-10-25,VT,0,0,0,771,0,30
2020-10-25,WA,0,49,101,39888,43,835
2020-10-25,WI,10,95,320,10396,0,3778
2020-10-25,WV,1,0,75,7323,24,194
2020-10-25,WY,0,2,0,0,0,236
2020-10-24,AK,0,4,0,-356,8,356
2020-10-24,AL,7,0,0,5064,0,2360
2020-10-24,AR,15,29,242,11643,94,1183
2020-10-24,AZ,4,76,191,11213,87,890
2020-10-24,CA,49,0,744,119941,0,5945
2020-10-24,CO,7,41,0,11426,0,1828
2020-10-24,CT,0,0,0,0,0,0
2020-10-24,DC,0,0,21,5703,6,97
2020-10-24,DE,2,0,22,2004,0,160
2020-10-24,FL,76,174,0,67838,0,4381
2020-10-24,GA,42,97,0,16641,0,1846
2020-10-24,GU,2,0,17,300,6,34
2020-10-24,HI,3,12,18,0,11,140
2020-10-24,IA,11,0,130,4830,49,1640
2020-10-24,ID,9,24,66,2078,0,1073
2020-10-24,IL,63,0,560,77356,222,6161
2020-10-24,IN,26,129,481,9994,152,2741
2020-10-24,KS,0,0,2,0,41,0
2020-10-24,KY,8,49,208,20995,0,1732
2020-10-24,LA,0,0,0,0,65,0
2020-10-24,MA,9,20,114,18040,45,1203
2020-10-24,MD,13,55,109,10837,0,796
2020-10-24,ME,0,0,0,0,0,42
2020-10-24,MI,38,0,273,50615,121,3490
2020-10-24,MN,14,106,163,7611,0,2259
2020-10-24,MO,113,0,522,7781,175,2918
2020-10-24,MS,17,0,154,0,65,1212
2020-10-24,NC,30,0,338,43178,0,2584
2020-10-24,ND,8,17,41,1031,0,967
2020-10-24,NE,4,34,0,3742,0,1225
2020-10-24,NH,2,0,0,2796,0,126
2020-10-24,NJ,8,40,171,0,72,2206
2020-10-24,NM,5,70,0,8739,0,872
2020-10-24,NV,5,0,134,1914,51,1146
2020-10-24,NY,13,0,231,154879,113,2061
2020-10-24,OH,22,140,383,45518,200,2858
2020-10-24,OK,11,95,305,19328,0,1829
2020-10-24,OR,3,29,53,8662,21,538
2020-10-24,PA,29,0,0,14189,126,2043
2020-10-24,PR,3,0,60,0,43,116
2020-10-24,RI,6,71,15,2760,9,465
2020-10-24,SC,16,51,200,10791,97,792
2020-10-24,SD,10,42,0,1739,0,939
2020-10-24,TN,24,44,403,24071,162,2574
2020-10-24,TX,81,0,1513,62958,0,6499
2020-10-24,UT,1,58,110,6989,0,1608
2020-10-24,VA,39,58,220,16117,117,1088
2020-10-24,VT,0,0,0,1613,0,28
2020-10-24,WA,7,48,114,21836,48,849
2020-10-24,WI,29,199,276,13558,0,4673
2020-10-24,WV,0,0,71,5013,24,320
2020-10-24,WY,0,0,0,0,0,260
2020-10-23,AK,0,14,0,3789,7,248
2020-10-23,AL,16,147,0,8105,0,3852
2020-10-23,AR,10,152,237,10920,92,1337
2020-10-23,AZ,6,29,172,11984,85,976
2020-10-23,CA,73,0,754,118382,0,6141
2020-10-23,CO,13,79,0,9351,0,1350
2020-10-23,CT,8,0,0,22802,0,679
2020-10-23,DC,0,0,23,6246,8,72
2020-10-23,DE,8,0,25,1894,0,159
2020-10-23,FL,74,190,0,40124,0,3618
2020-10-23,GA,37,120,0,37865,0,2224
2020-10-23,GU,0,0,17,534,6,85
2020-10-23,HI,3,12,18,0,13,102
2020-10-23,IA,19,0,134,3430,49,1249
2020-10-23,ID,7,36,54,2110,0,950
2020-10-23,IL,41,0,511,78382,197,5000
2020-10-23,IN,27,194,433,8764,152,2467
2020-10-23,KS,23,78,2,8979,41,1774
2020-10-23,KY,16,55,205,17703,0,1449
2020-10-23,LA,21,0,0,19379,65,699
2020-10-23,MA,20,24,125,14793,43,1070
2020-10-23,MD,8,47,122,11227,0,712
2020-10-23,ME,0,0,0,6870,0,31
2020-10-23,MI,20,0,273,54977,121,2046
2020-10-23,MN,13,112,163,9637,0,1711
2020-10-23,MO,31,0,215,5033,172,1811
2020-10-23,MS,7,0,158,0,70,795
2020-10-23,NC,32,0,325,32924,0,2716
2020-10-23,ND,18,37,44,1123,0,896
2020-10-23,NE,11,42,0,3792,0,977
2020-10-23,NH,1,0,0,2893,0,118
2020-10-23,NJ,10,12705,212,39328,73,1315
2020-10-23,NM,7,41,0,9543,0,791
2020-10-23,NV,2,0,134,5739,51,813
2020-10-23,NY,11,0,223,139871,109,1637
2020-10-23,OH,23,184,370,43750,195,2518
2020-10-23,OK,13,95,313,19091,0,1373
2020-10-23,OR,11,16,55,5699,21,367
2020-10-23,PA,33,0,0,15789,122,2219
2020-10-23,PR,8,0,51,0,39,1152
2020-10-23,RI,4,10,13,4024,9,524
2020-10-23,SC,22,59,191,17086,96,1064
2020-10-23,SD,9,59,0,1371,0,1185
2020-10-23,TN,65,80,414,38555,164,3606
2020-10-23,TX,89,0,1511,72284,0,6472
2020-10-23,UT,4,59,109,6051,0,1960
2020-10-23,VA,15,67,233,19419,113,1180
2020-10-23,VT,0,0,0,1135,0,30
